1703770137	0,000	unknown
1703770142	62,894	charging
1703770172	63,147	charging
1703770202	0,000	charging
1703770207	63,137	charging
1703770237	63,326	charging
1703770267	60,260	charging
1703770297	63,454	charging
1703770327	63,535	charging
1703770357	63,563	charging
1703770388	63,653	charging
1703770418	63,648	charging
1703770448	63,754	charging
1703770478	63,737	charging
1703770508	63,862	charging
1703770538	24,730	charging
1703770568	61,390	charging
1703770598	0,000	charging
1703770603	25,632	charging
1703770633	61,474	charging
1703770663	62,688	charging
1703770693	63,935	charging
1703770696	63,928	charging
1703770726	63,812	charging
1703770756	63,627	charging
1703770786	63,350	charging
1703770816	62,922	charging
1703770846	62,376	charging
1703770876	61,583	charging
1703770906	60,561	charging
1703770936	59,377	charging
1703770966	58,152	charging
1703770996	56,800	charging
1703771026	55,425	charging
1703771057	54,068	charging
1703771087	52,828	charging
1703771117	51,515	charging
1703771147	50,226	charging
1703771177	48,946	charging
1703771207	47,790	charging
1703771237	46,571	charging
1703771267	45,386	charging
1703771297	44,229	charging
1703771327	43,158	charging
1703771357	42,060	charging
1703771387	40,956	charging
1703771417	39,897	charging
1703771447	38,874	charging
1703771477	37,920	charging
1703771507	36,942	charging
1703771537	35,978	charging
1703771567	35,034	charging
1703771597	34,197	charging
1703771627	33,289	charging
1703771657	32,436	charging
1703771687	31,586	charging
1703771717	30,768	charging
1703771747	30,022	charging
1703771777	29,250	charging
1703771808	28,486	charging
1703771838	27,749	charging
1703771868	27,095	charging
1703771898	26,399	charging
1703771928	25,730	charging
1703771958	25,073	charging
1703771988	24,428	charging
1703772018	23,850	charging
1703772048	23,246	charging
1703772078	22,654	charging
1703772108	22,089	charging
1703772138	21,524	charging
1703772168	21,022	charging
1703772198	20,487	charging
1703772223	20,049	charging
1703772253	19,579	charging
1703772283	19,092	charging
1703772313	18,619	charging
1703772343	18,157	charging
1703772373	17,696	charging
1703772403	17,276	charging
1703772433	16,827	charging
1703772463	16,393	charging
1703772493	15,958	charging
1703772523	15,552	charging
1703772553	15,196	charging
1703772583	14,826	charging
1703772613	14,457	charging
1703772643	14,102	charging
1703772673	13,774	charging
1703772703	13,431	charging
1703772733	13,142	charging
1703772763	12,784	charging
1703772793	12,470	charging
1703772823	12,153	charging
1703772853	11,849	charging
1703772883	11,653	charging
1703772913	11,363	charging
1703772943	11,100	charging
1703772973	10,850	charging
1703773003	10,573	charging
1703773033	10,349	charging
1703773063	10,086	charging
1703773093	9,849	charging
1703773123	9,612	charging
1703773153	9,361	charging
1703773183	9,151	charging
1703773213	8,939	charging
1703773243	8,729	charging
1703773273	8,506	charging
1703773303	8,294	charging
1703773333	8,110	charging
1703773363	7,913	charging
1703773393	7,727	charging
1703773424	7,544	charging
1703773454	7,372	charging
1703773484	7,188	charging
1703773514	7,017	charging
1703773544	6,859	charging
1703773574	6,687	charging
1703773604	6,529	charging
1703773634	6,357	charging
1703773664	6,212	charging
1703773694	6,067	charging
1703773724	5,922	charging
1703773754	5,777	charging
1703773784	5,658	charging
1703773814	5,513	charging
1703773844	5,382	charging
1703773874	5,250	charging
1703773904	5,131	charging
1703773934	5,013	charging
1703773946	0,000	fully-charged
1703778734	0,000	unknown
1703788922	3,435	discharging
1703788922	0,000	discharging
1703788932	17,434	discharging
1703800830	0,000	unknown
1703938433	0,000	unknown
1703938433	28,494	discharging
1703938463	27,183	discharging
1703938479	0,000	fully-charged
1703941200	0,878	discharging
1703941202	0,000	discharging
1703941212	17,887	discharging
1703941242	17,697	discharging
1703941272	17,339	discharging
1703941302	17,043	discharging
1703941332	16,898	discharging
1703941356	0,000	fully-charged
1703963953	22,317	discharging
1703963955	0,000	discharging
1703963965	31,169	discharging
1703963995	37,710	discharging
1703964025	38,723	discharging
1703964055	38,789	discharging
1703964085	0,000	fully-charged
1703966815	7,667	discharging
1703966815	0,000	discharging
1704024108	0,000	unknown
1704024108	29,118	discharging
1704024138	31,072	discharging
1704024168	29,152	discharging
1704024198	26,517	discharging
1704024228	25,514	discharging
1704024259	24,346	discharging
1704024289	23,017	discharging
1704024319	15,096	discharging
1704024349	15,643	discharging
1704024379	40,086	discharging
1704024409	43,838	discharging
1704024439	99,828	discharging
1704024469	96,557	discharging
1704024499	88,118	discharging
1704024529	86,013	discharging
1704024559	84,369	discharging
1704024589	48,156	discharging
1704024619	52,877	discharging
1704024649	75,389	discharging
1704024679	50,114	discharging
1704024709	35,322	discharging
1704024739	30,548	discharging
1704024769	30,100	discharging
1704024799	33,207	discharging
1704024829	30,858	discharging
1704024859	31,732	discharging
1704024889	30,687	discharging
1704024919	31,208	discharging
1704024949	29,115	discharging
1704024979	29,916	discharging
1704025009	31,422	discharging
1704025040	48,241	discharging
1704025070	49,012	discharging
1704025100	32,736	discharging
1704025130	27,911	discharging
1704025160	28,916	discharging
1704025190	28,908	discharging
1704025220	29,294	discharging
1704025250	28,915	discharging
1704025280	35,862	discharging
1704025310	30,256	discharging
1704025340	29,461	discharging
1704025370	29,444	discharging
1704025400	29,948	discharging
1704025430	31,628	discharging
1704025460	30,126	discharging
1704025490	30,625	discharging
1704025520	29,810	discharging
1704025542	32,331	discharging
1704025572	30,507	discharging
1704025602	29,492	discharging
1704025632	30,194	discharging
1704025662	30,018	discharging
1704025692	28,676	discharging
1704025722	17,585	discharging
1704025752	17,902	discharging
1704025782	17,432	discharging
1704025812	18,613	discharging
1704025842	18,193	discharging
1704025872	19,387	discharging
1704025902	18,059	discharging
1704025932	17,767	discharging
1704025962	19,120	discharging
1704025992	19,898	discharging
1704026022	18,057	discharging
1704026053	18,811	discharging
1704026083	17,901	discharging
1704026113	17,975	discharging
1704026143	17,501	discharging
1704026173	17,526	discharging
1704026203	15,240	discharging
1704026233	16,560	discharging
1704026263	19,381	discharging
1704026293	17,655	discharging
1704026323	16,769	discharging
1704026353	15,367	discharging
1704026383	15,773	discharging
1704026413	15,823	discharging
1704026443	15,975	discharging
1704026473	16,848	discharging
1704026503	19,947	discharging
1704026533	17,775	discharging
1704026563	16,937	discharging
1704026593	16,270	discharging
1704026623	17,694	discharging
1704026653	18,168	discharging
1704026683	14,733	discharging
1704026713	14,870	discharging
1704026743	15,797	discharging
1704026774	15,278	discharging
1704026804	18,201	discharging
1704026834	22,243	discharging
1704026864	18,275	discharging
1704026894	14,911	discharging
1704026924	16,087	discharging
1704026954	16,673	discharging
1704026984	15,043	discharging
1704027014	15,640	discharging
1704027044	15,053	discharging
1704027074	15,820	discharging
1704027104	17,396	discharging
1704027134	14,818	discharging
1704027164	18,747	discharging
1704027194	16,167	discharging
1704027224	15,002	discharging
1704027254	17,660	discharging
1704027284	42,359	discharging
1704027314	17,608	discharging
1704027344	15,585	discharging
1704027374	15,381	discharging
1704027404	17,053	discharging
1704027434	16,299	discharging
1704027464	15,835	discharging
1704027494	17,007	discharging
1704027525	16,150	discharging
1704027555	18,057	discharging
1704027585	17,028	discharging
1704027615	16,947	discharging
1704027645	17,702	discharging
1704027675	17,381	discharging
1704027705	17,033	discharging
1704027735	17,481	discharging
1704027765	17,413	discharging
1704027795	16,010	discharging
1704027825	18,164	discharging
1704027855	17,327	discharging
1704027885	15,135	discharging
1704027915	16,132	discharging
1704027945	16,740	discharging
1704027975	17,435	discharging
1704028005	16,952	discharging
1704028035	16,890	discharging
1704028065	19,296	discharging
1704028095	16,153	discharging
1704028125	16,450	discharging
1704028155	18,066	discharging
1704028185	16,051	discharging
1704028215	19,201	discharging
1704028245	18,026	discharging
1704028275	18,636	discharging
1704028306	18,341	discharging
1704028336	16,921	discharging
1704028366	17,596	discharging
1704028396	15,692	discharging
1704028426	18,145	discharging
1704028456	22,517	discharging
1704028486	16,421	discharging
1704028516	17,664	discharging
1704028546	17,766	discharging
1704028576	16,775	discharging
1704028606	15,311	discharging
1704028636	16,608	discharging
1704028666	16,264	discharging
1704028696	17,237	discharging
1704028726	16,431	discharging
1704028756	15,990	discharging
1704028786	17,489	discharging
1704028816	15,946	discharging
1704028846	17,477	discharging
1704028876	23,741	discharging
1704028906	17,004	discharging
1704028936	15,843	discharging
1704028966	14,403	discharging
1704028997	16,438	discharging
1704029027	16,325	discharging
1704029057	17,397	discharging
1704029087	17,054	discharging
1704029117	16,644	discharging
1704029147	16,489	discharging
