1703692571	0,000	unknown
1703692571	81,000	discharging
1703692661	80,000	discharging
1703692897	79,000	discharging
1703693138	78,000	discharging
1703694051	0,000	unknown
1703694051	77,000	discharging
1703694081	76,000	discharging
1703694322	75,000	discharging
1703694532	74,000	discharging
1703694682	73,000	discharging
1703694862	72,000	discharging
1703695073	71,000	discharging
1703695277	72,000	charging
1703695337	73,000	charging
1703695427	74,000	charging
1703695487	75,000	charging
1703695547	76,000	charging
1703695607	77,000	charging
1703695667	78,000	charging
1703695727	79,000	charging
1703695787	80,000	charging
1703695858	81,000	charging
1703695918	82,000	charging
1703695978	83,000	charging
1703696038	84,000	charging
1703696098	85,000	charging
1703696158	86,000	charging
1703696248	87,000	charging
1703696338	88,000	charging
1703696428	89,000	charging
1703696518	90,000	charging
1703696639	91,000	charging
1703696759	92,000	charging
1703696909	93,000	charging
1703697064	94,000	charging
1703697249	95,000	charging
1703697460	96,000	charging
1703697730	97,000	charging
1703698061	98,000	charging
1703698481	99,000	charging
1703699118	100,000	fully-charged
1703701127	99,000	discharging
1703701407	98,000	discharging
1703701677	97,000	discharging
1703701978	96,000	discharging
1703702278	95,000	discharging
1703702549	94,000	discharging
1703702789	93,000	discharging
1703702993	92,000	discharging
1703703263	91,000	discharging
1703703563	90,000	discharging
1703703834	89,000	discharging
1703704104	88,000	discharging
1703704344	87,000	discharging
1703704615	86,000	discharging
1703704795	85,000	discharging
1703705035	84,000	discharging
1703705336	83,000	discharging
1703705576	82,000	discharging
1703705876	81,000	discharging
1703706117	80,000	discharging
1703706397	79,000	discharging
1703706607	78,000	discharging
1703706848	77,000	discharging
1703707088	76,000	discharging
1703707178	75,000	discharging
1703707298	74,000	discharging
1703707388	73,000	discharging
1703707448	72,000	discharging
1703707599	71,000	discharging
1703770137	0,000	unknown
1703770137	72,000	charging
1703770202	73,000	charging
1703770267	74,000	charging
1703770357	75,000	charging
1703770418	76,000	charging
1703770478	77,000	charging
1703770538	78,000	charging
1703770598	79,000	charging
1703770693	80,000	charging
1703770756	81,000	charging
1703770816	82,000	charging
1703770876	83,000	charging
1703770936	84,000	charging
1703770996	85,000	charging
1703771057	86,000	charging
1703771147	87,000	charging
1703771237	88,000	charging
1703771327	89,000	charging
1703771417	90,000	charging
1703771507	91,000	charging
1703771627	92,000	charging
1703771747	93,000	charging
1703771898	94,000	charging
1703772048	95,000	charging
1703772223	96,000	charging
1703772433	97,000	charging
1703772703	98,000	charging
1703773063	99,000	charging
1703773946	100,000	fully-charged
1703778734	0,000	unknown
1703778734	100,000	fully-charged
1703788923	99,000	discharging
1703800830	0,000	unknown
1703800830	99,000	fully-charged
1703938433	0,000	unknown
1703938433	99,000	discharging
1703938463	98,000	discharging
1703955750	97,000	fully-charged
1703964055	96,000	discharging
1704024108	0,000	unknown
1704024108	95,000	discharging
1704024228	94,000	discharging
1704024409	93,000	discharging
1704024469	92,000	discharging
1704024499	91,000	discharging
1704024559	90,000	discharging
1704024589	89,000	discharging
1704024649	88,000	discharging
1704024709	87,000	discharging
1704024799	86,000	discharging
1704024919	85,000	discharging
1704025040	84,000	discharging
1704025130	83,000	discharging
1704025250	82,000	discharging
1704025370	81,000	discharging
1704025490	80,000	discharging
1704025602	79,000	discharging
1704025752	78,000	discharging
1704025932	77,000	discharging
1704026143	76,000	discharging
1704026353	75,000	discharging
1704026563	74,000	discharging
1704026774	73,000	discharging
1704026984	72,000	discharging
1704027194	71,000	discharging
1704027404	70,000	discharging
1704027615	69,000	discharging
1704027825	68,000	discharging
1704028035	67,000	discharging
1704028245	66,000	discharging
1704028426	65,000	discharging
1704028666	64,000	discharging
1704028876	63,000	discharging
1704029057	62,000	discharging
1704029267	61,000	discharging
1704029477	60,000	discharging
1704029597	59,000	discharging
1704029687	58,000	discharging
1704029808	57,000	discharging
1704029928	56,000	discharging
1704030048	55,000	discharging
1704030138	54,000	discharging
1704030348	53,000	discharging
1704030559	52,000	discharging
1704030739	51,000	discharging
1704030859	50,000	discharging
1704030949	49,000	discharging
1704031009	48,000	discharging
1704031039	47,000	discharging
1704031055	48,000	charging
1704031115	49,000	charging
1704031145	50,000	charging
1704031175	51,000	charging
1704031235	52,000	charging
1704031295	53,000	charging
1704031325	54,000	charging
1704031355	55,000	charging
1704031415	56,000	charging
1704031445	57,000	charging
1704031535	58,000	charging
1704031565	59,000	charging
1704031625	60,000	charging
1704031690	61,000	charging
1704031751	62,000	charging
1704031816	63,000	charging
1704031876	64,000	charging
1704031966	65,000	charging
1704032026	66,000	charging
1704032086	67,000	charging
1704032146	68,000	charging
1704032206	69,000	charging
1704032266	70,000	charging
1704032331	71,000	charging
1704032396	72,000	charging
1704032461	73,000	charging
1704032552	74,000	charging
1704032642	75,000	charging
1704032732	76,000	charging
1704032792	77,000	charging
1704032882	78,000	charging
1704032942	79,000	charging
1704033002	80,000	charging
1704033091	81,000	charging
1704033151	82,000	charging
1704033211	83,000	charging
1704033271	84,000	charging
1704033331	85,000	charging
1704033391	86,000	charging
1704033451	87,000	charging
1704033541	88,000	charging
1704033632	89,000	charging
1704033722	90,000	charging
1704033812	91,000	charging
1704033902	92,000	charging
1704034022	93,000	charging
1704034172	94,000	charging
1704034292	95,000	charging
1704034473	96,000	charging
1704034683	97,000	charging
1704034923	98,000	charging
1704035223	99,000	charging
1704036304	100,000	fully-charged
1704039918	0,000	unknown
1704039918	100,000	fully-charged
1704043192	99,000	fully-charged
1704061695	0,000	unknown
1704061695	99,000	discharging
1704110045	0,000	unknown
1704110045	99,000	fully-charged
1704118723	98,000	fully-charged
1704126681	0,000	unknown
1704126681	98,000	fully-charged
1704216351	0,000	unknown
1704216351	98,000	fully-charged
1704269849	0,000	unknown
1704269849	97,000	discharging
1704270060	96,000	discharging
1704270360	95,000	discharging
1704270661	94,000	discharging
1704270931	93,000	discharging
1704271201	92,000	discharging
1704271502	91,000	discharging
1704271802	90,000	discharging
1704272073	89,000	discharging
1704272343	88,000	discharging
1704272614	87,000	discharging
1704272914	86,000	discharging
1704273184	85,000	discharging
1704275538	84,000	discharging
1704275719	83,000	discharging
1704276255	82,000	discharging
1704276450	81,000	discharging
1704276691	80,000	discharging
1704276933	79,000	discharging
1704277144	78,000	discharging
1704277538	77,000	discharging
1704277719	76,000	discharging
1704277869	75,000	discharging
1704278019	74,000	discharging
1704278139	73,000	discharging
1704278349	72,000	discharging
1704278590	71,000	discharging
1704278860	70,000	discharging
1704279041	69,000	discharging
1704282542	68,000	discharging
1704282582	67,000	discharging
1704282823	66,000	discharging
1704283093	65,000	discharging
1704283363	64,000	discharging
1704283634	63,000	discharging
1704283891	62,000	discharging
1704284162	61,000	discharging
1704284402	60,000	discharging
1704284643	59,000	discharging
1704284883	58,000	discharging
1704285123	57,000	discharging
1704285394	56,000	discharging
1704285634	55,000	discharging
1704285874	54,000	discharging
1704286145	53,000	discharging
1704286385	52,000	discharging
1704286656	51,000	discharging
1704286762	53,000	charging
1704286792	54,000	charging
1704286822	55,000	charging
1704286882	56,000	charging
1704286912	57,000	charging
1704286972	58,000	charging
1704287002	59,000	charging
1704287062	60,000	charging
1704287092	61,000	charging
1704287152	62,000	charging
1704287212	63,000	charging
1704287242	64,000	charging
1704287302	65,000	charging
1704287362	66,000	charging
1704287422	67,000	charging
1704287483	68,000	charging
1704287543	69,000	charging
1704287603	70,000	charging
1704287663	71,000	charging
1704287723	72,000	charging
1704287783	73,000	charging
1704287843	74,000	charging
1704287903	75,000	charging
1704287933	76,000	charging
1704288023	77,000	charging
1704288053	78,000	charging
1704288113	79,000	charging
1704288174	80,000	charging
1704288262	81,000	charging
1704288292	82,000	charging
1704288352	83,000	charging
1704288412	84,000	charging
1704288502	85,000	charging
1704288562	86,000	charging
1704288623	87,000	charging
1704288683	88,000	charging
1704288773	89,000	charging
1704288863	90,000	charging
1704288953	91,000	charging
1704289043	92,000	charging
1704289163	93,000	charging
1704289283	94,000	charging
1704289434	95,000	charging
1704289584	96,000	charging
1704289764	97,000	charging
1704290004	98,000	charging
1704290275	99,000	charging
1704291504	100,000	fully-charged
