1703692571	0,000	unknown
1703694051	0,000	unknown
1703695247	1133,000	charging
1703695277	1394,000	charging
1703695307	1475,000	charging
1703695337	1445,000	charging
1703695367	1419,000	charging
1703695397	1390,000	charging
1703695427	1362,000	charging
1703695457	1334,000	charging
1703695487	1306,000	charging
1703695517	1279,000	charging
1703695547	1251,000	charging
1703695577	1223,000	charging
1703695607	1195,000	charging
1703695637	1170,000	charging
1703695667	1142,000	charging
1703695697	1114,000	charging
1703695727	1086,000	charging
1703695757	1061,000	charging
1703695787	1034,000	charging
1703695797	1025,000	charging
1703695828	1000,000	charging
1703695858	974,000	charging
1703695888	950,000	charging
1703695918	927,000	charging
1703695948	907,000	charging
1703695978	890,000	charging
1703696008	877,000	charging
1703696038	869,000	charging
1703696068	865,000	charging
1703696098	864,000	charging
1703696128	866,000	charging
1703696188	867,000	charging
1703696248	869,000	charging
1703696278	867,000	charging
1703696308	829,000	charging
1703696338	833,000	charging
1703696368	867,000	charging
1703696398	830,000	charging
1703696428	835,000	charging
1703696458	867,000	charging
1703696488	831,000	charging
1703696548	867,000	charging
1703696579	824,000	charging
1703696609	834,000	charging
1703696639	864,000	charging
1703696669	865,000	charging
1703696699	830,000	charging
1703696759	860,000	charging
1703696789	861,000	charging
1703696819	820,000	charging
1703696849	825,000	charging
1703696879	854,000	charging
1703696939	0,000	charging
1703696944	793,000	charging
1703696974	814,000	charging
1703697004	812,000	charging
1703697034	841,000	charging
1703697094	0,000	charging
1703697099	787,000	charging
1703697129	805,000	charging
1703697159	798,000	charging
1703697189	825,000	charging
1703697219	822,000	charging
1703697249	818,000	charging
1703697280	815,000	charging
1703697310	810,000	charging
1703697340	805,000	charging
1703697370	800,000	charging
1703697400	795,000	charging
1703697430	788,000	charging
1703697460	786,000	charging
1703697490	777,000	charging
1703697520	776,000	charging
1703697550	769,000	charging
1703697580	766,000	charging
1703697610	756,000	charging
1703697640	749,000	charging
1703697670	743,000	charging
1703697700	733,000	charging
1703697730	726,000	charging
1703697760	714,000	charging
1703697790	706,000	charging
1703697820	701,000	charging
1703697850	691,000	charging
1703697880	682,000	charging
1703697910	670,000	charging
1703697940	665,000	charging
1703697970	655,000	charging
1703698000	647,000	charging
1703698031	636,000	charging
1703698061	624,000	charging
1703698091	614,000	charging
1703698121	593,000	charging
1703698151	575,000	charging
1703698181	567,000	charging
1703698211	550,000	charging
1703698241	546,000	charging
1703698271	530,000	charging
1703698301	518,000	charging
1703698331	496,000	charging
1703698361	482,000	charging
1703698391	471,000	charging
1703698421	460,000	charging
1703698451	442,000	charging
1703698481	428,000	charging
1703698511	405,000	charging
1703698541	389,000	charging
1703698571	373,000	charging
1703698601	356,000	charging
1703698631	338,000	charging
1703698661	325,000	charging
1703698691	300,000	charging
1703698721	278,000	charging
1703698752	262,000	charging
1703698782	239,000	charging
1703698812	221,000	charging
1703698842	208,000	charging
1703698872	182,000	charging
1703698902	161,000	charging
1703698932	139,000	charging
1703698962	116,000	charging
1703698992	85,000	charging
1703699022	67,000	charging
1703699052	47,000	charging
1703699082	20,000	charging
1703699112	14,000	charging
1703699118	0,000	fully-charged
1703770137	0,000	unknown
1703770142	1493,000	charging
1703770172	1463,000	charging
1703770202	0,000	charging
1703770207	1437,000	charging
1703770237	1406,000	charging
1703770267	1450,000	charging
1703770297	1355,000	charging
